frame,time,sh_x,sh_y,el_x,el_y,wr_x,wr_y,hip_x,hip_y,opp_sh_x,opp_sh_y,hands_used,wrist_forward_px,shoulder_elevation_px,mid_shoulder_x,trunk_x_displacement_px,shoulder_elevation_cm,trunk_x_displacement_cm,wrist_forward_cm,elbow_flexion_angle
0,0.0,177.80566056196452,749.0753350550914,64.80147642360699,1059.1488497768676,391.0024044635831,1086.997575146058,100.71354728854463,1245.1877884798294,336.3798129558563,780.0479507446289,1.0,-13.417654158432981,-6.806975831583486,257.0927367589104,5.207781191909987,-1.7368830618918552,1.3288290080740968,-3.4236784167755316,74.85575030110013
1,0.01658227848101266,176.62796011370395,747.3486428418466,64.32480776160232,1062.0736908873873,392.8284962100255,1085.0969982449667,107.51240885633693,1254.6736133052227,333.68602752685547,778.908519744873,1.0,-11.591562411990594,-5.08028361833874,255.1569938202797,3.272038253279277,-1.2962964442091394,0.8349005432947063,-2.957728793575757,74.37114651176049
2,0.03316455696202532,175.48074201584717,745.6662723295879,63.870386866235776,1064.5974569057087,394.95019294939823,1083.2502412488213,113.89845344948637,1262.9286877527993,333.44186067581177,778.472728729248,1.0,-9.469865672617857,-3.3979131060799546,254.46130134582947,2.576345778829051,-0.867019050126068,0.6573861073609536,-2.4163519442575745,73.93703578104763
3,0.04974683544303798,174.39759493444615,744.0636117079143,63.54174801645197,1066.3992573989772,397.56732510843125,1081.4937838433148,119.60919308236919,1269.0314514078432,333.15794348716736,778.5838508605957,1.0,-6.8527335135848375,-1.7952524844064328,253.77776921080675,1.8928136438063348,-0.45808060864811984,0.48297453062650914,-1.7485586935946773,73.60859293962969
4,0.06632911392405064,173.41386271743616,742.5612482371802,63.56412716952293,1067.301566340185,400.74589160029603,1079.8401830998284,124.63649504381374,1272.553769318293,329.8684501647949,778.2500839233398,1.0,-3.674167021720052,-0.2928890136722657,251.64115644111553,-0.24379912588489105,-0.07473421082255109,-0.06220832609523184,-0.9375086124116104,73.44054077427816
5,0.08291139240506329,172.56095293736334,741.1646550492947,64.26609237353473,1067.3010702275676,404.4362331665022,1078.2773920569555,129.22168351743855,1273.6160132102693,328.0510711669922,777.5194931030273,1.0,0.016174544486091236,1.1037041742132487,250.30601205217778,-1.5789435148226403,0.2816236068645453,-0.4028867318515908,0.004127132671950873,73.47918369959967
6,0.09949367088607595,171.85975720236723,739.870571627703,66.00167825515757,1066.5620708407923,408.54358788539076,1076.769485738251,133.75292509438069,1272.7948839418486,327.190500497818,776.8706703186035,1.0,4.123529263374678,2.397787595804857,249.5251288500926,-2.359826716907804,0.6118248050542929,-0.6021386229372806,1.0521688793927717,73.75293649624926
7,0.11607594936708861,171.3162933734625,738.6778814920262,69.03401798796962,1065.3751045755778,413.0112698924187,1075.2564774159832,138.6101371185359,1270.9245175449719,326.8197441101074,776.8772506713867,1.0,8.591211270402596,3.5904777314816556,249.06801874178495,-2.816936825215464,0.9161542673583524,-0.7187758527707282,2.1921525367345738,74.2611929792182
8,0.13265822784810127,170.92084965416956,737.5978338821623,73.42065586167887,1064.0904104142617,417.87224738270936,1073.6581686407424,144.02314410738308,1268.854718767884,327.08592653274536,779.4564056396484,1.0,13.452188760693275,4.670525341345638,249.00338809345746,-2.881567473542958,1.191741612755632,-0.7352671524516028,3.4324903425409747,74.96392616990293
9,0.14924050632911393,170.6507847664272,736.6575400122717,78.94938574584329,1063.040499789471,423.24293756140594,1071.8898028818555,149.99487252532148,1267.2338596117713,326.98331594467163,782.3549652099609,1.0,18.822878939389852,5.610819211236162,248.8170503555494,-3.0679052114510057,1.431669083665085,-0.7828135032498607,4.802887569274923,75.77896094711174
10,0.16582278481012658,170.47674476205626,735.8932568696197,85.16524532103955,1062.4690393643261,429.26409954491504,1069.8898869371435,156.30185261032338,1266.3730790217273,325.5363714694977,782.4859428405762,1.0,24.844040922898955,6.375102353888224,248.00655811577695,-3.8783974512234636,1.6266852667404752,-0.9896205021118057,6.33926062550646,76.59522567826713
11,0.18240506329113923,170.3711669564653,735.3356299850957,91.49857896924013,1062.4839545191041,436.0209539589748,1067.647936561469,162.5507966163637,1266.22532257942,323.7911546230316,781.7225074768066,1.0,31.60089533695873,6.9327292384122075,247.08116078974845,-4.803794777251966,1.768970580299452,-1.2257469378251844,8.063354595253898,77.30389585611294
12,0.1989873417721519,170.31631159580607,734.9941739793202,97.45470539823432,1063.0477741434468,443.4835595217569,1065.2141760680568,168.26822801021177,1266.4773254356328,321.37922644615173,781.2837982177734,1.0,39.0635008997408,7.27418524418772,245.8477690209789,-6.03718654602153,1.8560972526259454,-1.5404619191701887,9.967529594588497,77.83642583022115
13,0.21556962025316456,170.30824300443467,734.8486104781538,102.78340075034268,1064.0066184459652,451.49600176882,1062.6815051346312,173.0154813181425,1266.712909012005,318.7053322792053,780.9403038024902,1.0,47.07594314680392,7.419748745354127,244.50678764181998,-7.378167925180435,1.8932395586750612,-1.882629704307111,12.012002142697025,78.1892236848862
14,0.23215189873417721,170.35464228573167,734.8499961073405,107.54779999579311,1065.146084257543,459.81804767738714,1060.147221748132,176.5150880264534,1266.5806638720471,318.2281029224396,779.7714042663574,1.0,55.397989055371056,7.41836311616737,244.2913726040856,-7.593582962914809,1.8928859984562376,-1.937595483468779,14.13547384826854,78.42056735357515
15,0.24873417721518987,170.4673442412288,734.9288899555221,112.06582097048927,1066.2545975571036,468.19969923420877,1057.675112884246,178.7443280858656,1265.9028609722197,317.70153164863586,779.5864105224609,1.0,63.77964061219268,7.339469267985805,244.08443794493235,-7.800517622068071,1.8727552690421227,-1.990397390408715,16.274154663348853,78.62335381054015
16,0.26531645569620255,170.65296221402664,735.0052998011456,116.76451474659562,1067.1745963840178,476.4574796409513,1055.278031405323,179.94327570764435,1264.6936435933362,317.3160982131958,778.6254501342773,1.0,72.03742101893522,7.263059422362289,243.9845302136112,-7.90042535338921,1.8532583632341901,-2.015890068886958,18.38122824083165,78.89075885298368
17,0.28189873417721517,170.90551600864188,734.9968933491785,122.02092758335682,1067.8271585510827,484.5228678494307,1052.928287119391,180.52342556445925,1263.0983091415806,314.9081289768219,777.535343170166,1.0,80.10280922741464,7.271465874329351,242.9068224927319,-8.978133074268527,1.8554033721769942,-2.290880363017313,20.43921059797356,79.29086086395142
18,0.29848101265822785,171.20342697711988,734.8260248999953,128.0510435025101,1068.2050484027507,492.44540531199016,1050.5875425671582,180.9159826281756,1261.3003497024674,313.1803250312805,776.2735176086426,1.0,88.02534668997407,7.4423343235125685,242.1918760042002,-9.693079562800222,1.8990025449287242,-2.473307695920137,22.46074284171624,79.85673145184236
19,0.31506329113924053,171.51048703118383,734.4290585064874,134.87439103400254,1068.3412351120826,500.35162613720934,1048.2385797495658,181.4241493746157,1259.4488778481048,311.6881263256073,775.5817794799805,1.0,95.93156751519325,7.839300717020478,241.59930667839558,-10.28564888860484,2.0002933709993953,-2.624509000354223,24.478111696058914,80.59036376197888
20,0.33164556962025316,171.77845357801857,733.7703418693078,142.34910490962343,1068.2696658711343,508.3787174163682,1045.9020890003255,182.13436737752912,1257.6334386216142,310.96898317337036,775.4653930664062,1.0,103.95865879435212,8.498017354200101,241.37371837569447,-10.511237191305952,2.1683729702239307,-2.6820706123852953,26.526322123711857,81.47512737894553
21,0.34822784810126584,171.94954131132755,732.8580496774711,150.2487960876468,1067.9962017326316,516.6103021985873,1043.6310436395431,182.91191831006967,1255.8975669348226,310.91169118881226,775.5560874938965,1.0,112.19024357657122,9.410309546036842,241.4306162500699,-10.454339316930515,2.4011554708088965,-2.6675524244696263,28.62671156749767,82.49027886786789
22,0.36481012658227846,171.9597398848325,731.7537799752083,158.341942758297,1067.4895564453277,525.0377624013415,1041.488132450397,183.47275324262125,1254.263528694307,310.9886169433594,776.3285064697266,1.0,120.61770377932544,10.514579248299583,241.47417841409595,-10.410777152904473,2.6829233790657914,-2.6564370060065365,30.77708101835062,83.621393240919
23,0.38139240506329114,171.7459213282771,730.5671687860607,166.4411752135564,1066.6909845178159,533.5577171819127,1039.520712173651,183.499709458541,1252.7464550628704,310.81281423568726,777.0162963867188,1.0,129.13765855989664,11.701190437447167,241.27936778198216,-10.605587785018258,2.9857017238806787,-2.7061453192966938,32.951051590979525,84.86308616129344
24,0.3979746835443038,171.25881976424364,729.4327483975395,174.41146745768455,1065.5344681526074,542.0018827931387,1037.7466534347172,182.7628266715756,1251.3543016427873,310.8340573310852,778.3732795715332,1.0,137.58182417112266,12.835610825968388,241.04643854766442,-10.838517019335995,3.2751629481654914,-2.7655800597329327,35.10568363093733,86.2143971621824
25,0.41455696202531644,170.48013328317282,728.4756686128807,182.15009510886898,1063.9691041445383,550.1855055567846,1036.1547275781672,181.20669487338247,1250.083865159444,310.9209609031677,779.6164512634277,1.0,145.76544693476853,13.792690610627233,240.70054709317026,-11.18440847383016,3.519373550345101,-2.8538384909993613,37.19383497960791,87.6702719121957
26,0.4311392405063291,169.43740625627,727.7794813198846,189.56358956512997,1061.9791685279376,557.9569287835948,1034.714152031855,178.97869245597371,1248.9241189910997,310.87100744247437,779.7023391723633,1.0,153.5368701615787,14.488877903623347,240.1542068493722,-11.730748717628217,3.6970142452773174,-2.99324388025898,39.17680857954495,89.21352737927404
27,0.44772151898734175,168.20831363963794,727.3682594978804,196.56327601339413,1059.5985607919872,565.2336366220854,1033.386481809761,176.39005762066253,1247.869274830337,310.68673968315125,779.6573066711426,1.0,160.81357800006936,14.900099725627456,239.4475266613946,-12.437428905605827,3.801942518124305,-3.1735619655646143,41.03354950293236,90.81139214584225
28,0.46430379746835443,166.9090717538241,727.2078088143626,203.08613675788112,1056.9134619739016,572.0177078586214,1032.1364981767772,173.82508584995784,1246.9340482994644,310.7620882987976,781.0605812072754,1.0,167.59764923660532,15.060550409145321,238.83558002631085,-13.049375540689567,3.842883470665681,-3.32970762724407,42.76458817751305,92.4196088578085
29,0.4808860759493671,165.669386875619,727.2225155033071,209.13114777354482,1054.0473294974076,578.3912636223795,1030.9407375058975,171.63430728724975,1246.1600975578092,311.1509335041046,781.8780899047852,1.0,173.9712050003634,15.045843720200764,238.4101601898618,-13.474795377138605,3.839130879271748,-3.4382586969706166,44.390878812883116,93.99421792675535
30,0.49746835443037973,164.60398450313951,727.320689995886,214.79231424203633,1051.1315393726195,584.4960734181827,1029.7914150828851,170.05371427671685,1245.607306610374,311.16750955581665,781.9230079650879,1.0,180.07601479616665,14.947669227621873,237.88574702947807,-13.99920853752235,3.8140804578380583,-3.5720691229570734,45.94859563056359,95.50675236464477
31,0.5140506329113924,163.7926278330721,727.4221854642174,220.27188370721882,1048.2758845287324,590.5020920523439,1028.693444592134,169.1784872696947,1245.3322901232139,311.0957658290863,781.5642929077148,1.0,186.08203343032778,14.846173759290537,237.44419683107918,-14.440758735921236,3.788182648860166,-3.684736051641556,47.481104676163454,96.95568734633372
32,0.5306329113924051,163.2751332034665,727.4840579596524,225.86537115395512,1045.5533261736844,596.5707692435859,1027.6556603657045,168.9930276605318,1245.3628800821343,310.98697543144226,780.9620475769043,1.0,192.15071062156983,14.784301263855468,237.13105431745439,-14.753901249546033,3.7723951255932953,-3.7646381904664894,49.029601818264474,98.36842964448718
33,0.5472151898734178,163.05947290456848,727.5205238730506,231.91648016814366,1043.0026093588351,602.8211820770399,1026.6816396857776,169.43385431854472,1245.6784767800916,309.9026119709015,779.8286819458008,1.0,198.40112345502382,14.747835350457308,236.48104243773497,-15.403913129265447,3.763090402191193,-3.9304966644564727,50.62447103021116,99.7927035806976
34,0.5637974683544303,163.13520612384198,727.6126669095408,238.74476683657088,1040.642470829006,609.3078746453809,1025.7662196019241,170.44969750093242,1246.2037947630415,308.93067598342896,779.0142059326172,1.0,204.88781602336485,14.655692313967052,236.03294105363545,-15.852014513364963,3.739578980480448,-4.044835208225284,52.279629903756096,101.28028925759865
35,0.580379746835443,163.48342947679868,727.9027621251624,246.55842717180903,1038.489100863118,616.0160066236604,1024.900025084766,172.0274388457639,1246.8201622683616,305.7218098640442,776.6319465637207,1.0,211.59594800164427,14.36559709834546,234.60261967042143,-17.282335896578985,3.6655576413695967,-4.4097991870952145,53.99129174864592,102.86835031961611
36,0.5969620253164557,164.07726732279005,728.5691599024791,255.37783737794828,1036.5694708515148,622.8728642651943,1024.0789095901496,174.17071660266103,1247.3939384582875,302.26539731025696,775.2493858337402,1.0,218.45280564317818,13.6991993210288,233.1713323165235,-18.713623250476928,3.4955181053787023,-4.775009645188915,55.74090276388196,104.56476853462875
37,0.6135443037974684,164.8722615148189,729.7817196248044,264.9991407969311,1034.9226626037446,629.7697772388606,1023.3117022361158,176.8435405942182,1247.8149713358132,301.2193036079407,773.4019088745117,1.0,225.34971861684448,12.486639598703505,233.04578256137978,-18.839173005620637,3.186118675243049,-4.80704519938054,57.500734386571374,106.34322363320338
38,0.6301265822784811,165.7925450266145,731.64540658715,275.0135931738018,1033.5836817445024,636.5880637570842,1022.6202341444541,179.9131774663358,1248.031724477626,301.20829582214355,773.3095550537109,1.0,232.16800513506814,10.622952636357923,233.50042042437903,-18.384535142621388,2.710576173307397,-4.691038793147361,59.24050350837144,108.14997432325593
39,0.6467088607594936,166.7234016962833,734.1487949377768,284.87908933956686,1032.5537328336056,643.2243363981099,1022.0299349067337,183.13172877502447,1248.0685637727593,300.24540424346924,773.1535148620605,1.0,238.80427777609384,8.119564285731144,233.48440296987627,-18.400552597124147,2.0718060452622153,-4.695125842390489,60.933829565269235,109.91929779683106
40,0.6632911392405063,167.51957140548845,737.1392790063353,294.02945139610875,1031.7723359149718,649.6109360828178,1021.555059096497,186.17761784649284,1248.0169772430336,300.1271188259125,772.7621841430664,1.0,245.19087746080174,5.1290802171726,233.82334511570048,-18.06161045129994,1.3087474926760982,-4.608640612148913,62.56344851646104,111.59188969103462
41,0.679873417721519,168.03073779510086,740.3416848441815,302.0012207023992,1031.1097214684487,655.7269436130673,1021.1868259583235,188.74446726028955,1248.0035599335513,300.1586937904358,772.1614837646484,1.0,251.30688499105122,1.926674379326414,234.09471579276834,-17.790239774232077,0.49161451105880993,-4.539397067856256,64.12402257291721,113.1308732886538
42,0.6964556962025317,168.1363905383695,743.4205604399963,308.54696858688374,1030.3887103333293,661.5964562300297,1020.8922922546985,190.63587071205325,1248.1481977860499,300.311096906662,771.2867546081543,1.0,257.17639760801364,-1.152201216488379,234.22374372251574,-17.661211844484683,-0.2939982198150855,-4.5064740149126274,65.62170044018106,114.5312446012396
43,0.7130379746835444,167.77801832550236,746.0660682925673,313.69520774196604,1029.4298522422519,667.2739220823732,1020.6257182748859,191.81983053918242,1248.5307889298283,300.65211296081543,770.1171112060547,1.0,262.85386346035716,-3.7977090690593514,234.21506564315888,-17.669889923841538,-0.9690318754235718,-4.508688332903113,67.07037522871941,115.81967067251256
44,0.7296202531645569,166.97815509808262,748.0716871334382,317.72855030816197,1028.1018869124532,672.820148781865,1020.3463035990892,192.41942280161723,1249.1802667260524,301.5603840351105,769.8473739624023,1.0,268.4000901598489,-5.803327909930317,234.26926956659656,-17.615686000403855,-1.4807900305145374,-4.4948575394881916,68.4855627437188,117.04398585772647
45,0.7462025316455696,165.8398533117317,749.3765459035614,321.087060479329,1026.3574163621074,678.2763139063344,1020.0323893977372,192.6503893648902,1250.0862979608264,302.25651383399963,768.8147735595703,1.0,273.8562552843183,-7.10818668005345,234.04818357286567,-17.83677199413475,-1.8137406905524598,-4.551270332369137,69.87776994733561,118.25606578611588
46,0.7627848101265823,164.52500879880927,750.0617753663867,324.2392913956133,1024.2404832191346,683.6455453239097,1019.6853651349628,192.73959492836187,1251.21980179939,302.67802834510803,767.6545143127441,1.0,279.2254867018936,-7.793416142878755,233.60151857195865,-18.283436995041768,-1.988585361216387,-4.665242365414366,71.247794953344,119.49548063155271
47,0.779367088607595,163.21627063715977,750.3075211976534,327.5717170122847,1021.8645154543761,688.8901228594075,1019.3238976835609,192.8593375843478,1252.5445247043597,303.8143730163574,766.9341087341309,1.0,284.4700642373914,-8.039161974145486,233.5153218267586,-18.369633740241824,-2.05129041297774,-4.687236518241167,72.58601299812081,120.78086986355804
48,0.7959493670886076,162.07406196919317,750.3281610147347,331.3259193080658,1019.3708967069939,693.9464005743405,1018.9746626337524,193.09640828396115,1254.0117101086419,304.04186725616455,766.8718528747559,1.0,289.5263419523244,-8.059801791226846,233.05796461267886,-18.82699095432156,-2.05655691451618,-4.803936800131891,73.87618404273364,122.11094443540273
49,0.8125316455696202,161.2033374663487,750.3075770772225,335.58456057115893,1016.8852199182807,698.7516440193313,1018.6653909341,193.45503853456648,1255.5448088844666,305.85992217063904,767.8048896789551,1.0,294.33158539731517,-8.039217853714604,233.53162981849385,-18.353325748506563,-2.0513046713326255,-4.683075334872919,75.1023006258345,123.4714737603292
50,0.8291139240506329,160.64048208141048,750.35479374676,340.2923350385502,1014.4869417260162,703.271225212111,1018.4214391131147,193.88007896254467,1257.029879611839,307.6671302318573,768.1997108459473,1.0,298.85116659009486,-8.086434523252137,234.1538061566339,-17.731149410366527,-2.0633525815335365,-4.524319439455859,76.25552699460772,124.8429618231911
51,0.8456962025316456,160.36110716670703,750.4921243646966,345.2976289178972,1012.20033346302,707.5142289849787,1018.2633638456983,194.28390680958793,1258.325382211756,307.6983833312988,768.4360885620117,1.0,303.0941703629626,-8.223765141188665,234.02974524900293,-17.85521031799749,-2.098394166824079,-4.555975096011498,77.33818125502732,126.20596545972464
52,0.8622784810126582,160.30138043912905,750.6750158188289,350.4041859703263,1010.0058664709786,711.5307827981271,1018.203016660048,194.56575373730064,1259.2944433851155,306.5744626522064,767.8958129882812,1.0,307.11072417611103,-8.40665659532101,233.43792154566773,-18.447034021332684,-2.145061156204787,-4.7069861457613085,78.3630540410986,127.54365011848196
53,0.8788607594936709,160.3841404978899,750.831204440037,355.42360823844786,1007.8654873903754,715.3927055934116,1018.2383518642275,194.6218717246567,1259.8488687583042,302.3281931877136,766.790657043457,1.0,310.97264697139553,-8.562845216529126,231.35616684280177,-20.528788724198648,-2.1849145914671704,-5.238171296389423,79.348470833434,128.8420666670236
54,0.8954430379746835,160.5445219941761,750.9021433382683,360.2200743536998,1005.7521501167507,719.16664771815,1018.3499480201704,194.35416935726334,1259.9852616995402,299.60981726646423,764.1904449462891,1.0,314.7465890961339,-8.633784114760374,230.07716963032016,-21.80778593668026,-2.203015518195224,-5.564523063977444,80.31143828259172,130.08884004434364
55,0.9120253164556962,160.75216876758708,750.8722633853164,364.7394763435121,1003.6722340251686,722.8921074599505,1018.5031929848382,193.687431713866,1259.7955891709857,299.569616317749,763.6481094360352,1.0,318.4720488379344,-8.603904161808487,230.16089254266805,-21.724063024332366,-2.1953912830787337,-5.543160139832099,81.26203485930795,131.27171390251343
56,0.9286075949367089,161.02573212417283,750.7781570019819,369.01515461878967,1001.6710042817516,726.5737590174422,1018.6580104426993,192.59747036160317,1259.4460226065294,299.67180848121643,763.2125473022461,1.0,322.1537003954261,-8.509797778473967,230.34877030269462,-21.5361852643058,-2.1713788894293784,-5.49522083357186,82.20145324247966,132.3786110360448
57,0.9451898734177215,161.43368991915037,750.697052722224,373.14344670251023,999.8182857349469,730.1904347330966,1018.7836686060311,191.13875360773312,1259.1317682183567,299.66237783432007,763.2302856445312,1.0,325.7703761110805,-8.428693498716143,230.54803387673522,-21.3369216902652,-2.1506841413880102,-5.444376297735945,83.12429224562835,133.39929716798758
58,0.9617721518987342,162.07818486302645,750.7201936419535,377.2303206309167,998.1813614261686,733.7155965294443,1018.8725043950345,189.45220311758735,1259.0243817897654,299.36323642730713,763.2657623291016,1.0,329.2955379074282,-8.451834418445628,230.72071064516678,-21.164244921833642,-2.1565888298295723,-5.400315710231079,84.02378035400324,134.32677376797238
59,0.9783544303797468,163.06562265816294,750.920916592698,381.32615500802115,996.798181725696,737.1386840883077,1018.9458530410097,187.7418946708592,1259.2277270199331,295.2292335033417,762.9048728942871,1.0,332.71862546629166,-8.652557369190049,229.14742808075232,-22.737527486248098,-2.207805743464454,-5.80175798141152,84.89722297337853,135.15664983911705
60,0.9949367088607595,164.4745746638876,751.328735034631,385.379044858148,995.662323192125,740.4757493303948,1019.0484766676603,186.22881053444888,1259.7522105342182,292.4784457683563,762.216682434082,1.0,336.05569070837873,-9.060375811123095,228.47651021612197,-23.408445350878452,-2.311865602298396,-5.972950872914124,85.74871594747079,135.88502882611206
61,1.0115189873417723,166.3328105397797,751.9190564208003,389.235318140204,994.724150396731,743.7635152921608,1019.233046241924,185.10323563476723,1260.512161412291,286.0859799385071,761.3665008544922,1.0,339.34345667014475,-9.650697197292402,226.2093952391434,-25.675560327857028,-2.4624933174656283,-6.551432962508882,86.58762960777206,136.50750739078956
62,1.0281012658227848,168.60922076172875,752.6226610057305,392.69609350060796,993.9057333699998,747.0413038949857,1019.5411096911437,184.49321971426227,1261.3503238674698,284.4751739501953,761.6370964050293,1.0,342.62124527296965,-10.354301782222592,226.54219735596203,-25.342758211038387,-2.642026625071101,-6.4665144356967215,87.42399742302025,137.02168580371773
63,1.0446835443037974,171.2171644577134,753.3504389156383,395.60957744674545,993.1233592031977,750.3329951637995,1019.9883761810374,184.45130923871943,1262.088355183873,284.2570459842682,761.755313873291,1.0,345.91293654178344,-11.082079692130378,227.7371052209908,-24.14785034600962,-2.827728051932761,-6.161619092648761,88.2639126733804,137.43318485004383
64,1.0612658227848102,174.02163546992466,754.0213628361806,397.9566451006121,992.3105215679324,753.6401485057235,1020.5591848361178,184.95113729497604,1262.5886525086494,284.1776418685913,761.7720794677734,1.0,349.2200898837074,-11.753003612672728,229.09963866925798,-22.785316897742433,-2.998922488675311,-5.813952033721382,89.10777326063483,137.7622230319526
65,1.0778481012658228,176.84782360127753,754.5810010207042,399.88649054969704,991.4347549539536,756.9485303189472,1021.2103130347846,185.88720862629265,1262.8016190633534,284.47330713272095,761.9950103759766,1.0,352.5284716969311,-12.312641797196306,230.66056536699924,-21.22439020000118,-3.1417210100064485,-5.41566251290625,89.95194730735281,138.04625303413584
66,1.0944303797468355,179.49732049150853,755.0053184437666,401.68133893600594,990.5034715655175,760.2408030910439,1021.8813573845944,187.0804146033521,1262.7774363812377,284.672509431839,761.9684600830078,1.0,355.8207444690278,-12.736959220258655,232.08491496167375,-19.80004060532667,-3.2499907854863404,-5.052222308854992,90.79201093538134,138.33498387619926
67,1.1110126582278481,181.77968099382886,755.2945724912541,403.6614623701075,989.5575146699593,763.5050829196384,1022.5087110422174,188.29851401482384,1262.640687866349,284.86849308013916,761.9260025024414,1.0,359.08502429762234,-13.026213267746243,233.324087036984,-18.56086853001642,-3.3237974902690692,-4.736032411663148,91.62493182181296,138.67723280690777
68,1.1275949367088607,183.55721987532763,755.4673153296433,406.0682323374168,988.6556425794706,766.7339064606456,1023.0407579880444,189.29861077884718,1262.544169563673,285.0299084186554,761.9070625305176,1.0,362.3138478386295,-13.19895610613537,234.2935641469915,-17.591391420008904,-3.3678749363309572,-4.4886584804305745,92.44880560320532,139.10377050220276
69,1.1441772151898735,184.78720996525644,755.5616758131117,408.9749333982098,987.8561842114921,769.9165579662923,1023.4514562585797,189.88804623731008,1262.6225582957584,285.19837260246277,761.9951820373535,1.0,365.49649934427623,-13.293316589603819,234.99279128385962,-16.8921642831408,-3.3919521667344843,-4.31024213218877,93.26089802557203,139.6147493353187
70,1.160759493670886,185.54038879324375,755.6429435172132,412.26844466403236,987.2018058170478,773.0330578501615,1023.7481850305088,189.98728238053533,1262.9581085898112,282.78332233428955,762.1294784545898,1.0,368.61299922814544,-13.374584293705311,234.16185556376666,-17.723100003233753,-3.4126886144941184,-4.522265534865466,94.05611105329645,140.1805429421087
71,1.1773417721518988,185.98336546560526,755.8088165008538,415.7168624199424,986.710428414315,776.0563819419654,1023.9696140185998,189.67097028663505,1263.5595449732807,282.23042249679565,762.6217460632324,1.0,371.63632331994927,-13.540457277345922,234.10689398120047,-17.778061585799946,-3.4550131331701044,-4.536289654265311,94.82754913910526,140.75812199759767
72,1.1939240506329114,186.32906581187657,756.1816147059029,419.0954539237434,986.3723768548357,778.9627283101233,1024.172532038644,189.1658555743977,1264.351712603683,281.97325229644775,763.5311508178711,1.0,374.54266968810725,-13.913255482395016,234.15115905416218,-17.73379651283824,-3.5501371506301207,-4.524994879998027,95.56913892930585,141.31506932129696
73,1.210506329113924,186.7733233448482,756.8822177059792,422.3088008817585,986.152655802689,781.7438118683549,1024.4122477204687,188.79604800179723,1265.1784910336557,281.7837703227997,764.1633796691895,1.0,377.3237532463388,-14.6138584824713,234.27854683382395,-17.606408733176465,-3.728904567181979,-4.492490331390708,96.27876638289337,141.84812968520296
74,1.2270886075949368,187.44090753325327,757.9909920413329,425.44481157344535,985.9975080677589,784.4140385863824,1024.7249470762229,188.88485004914398,1265.8262202339672,277.28580236434937,765.8984756469727,1.0,379.9939799643663,-15.722632817825001,232.36335494880132,-19.521600618199102,-4.011821887616808,-4.981174943716521,96.96010735907753,142.38653226300008
75,1.2436708860759493,188.3596523095242,759.5106104114982,428.73012185020997,985.8445263106622,787.0081146991062,1025.1187925155405,189.64378465692178,1266.0695471427678,275.31116008758545,766.0737419128418,1.0,382.5880560770901,-17.24225118799029,231.83540619855484,-20.049549368445582,-4.399571083880049,-5.115887518659918,97.62201757778915,142.97846178898047
76,1.2602531645569621,189.46917439372183,761.3485353089703,432.4073258371205,985.6347234672646,789.5686101436668,1025.5751768931125,191.09421001042665,1265.7274239320602,274.2746901512146,766.1488723754883,1.0,385.1485515216507,-19.080176085462426,231.8719322724682,-20.013023294532218,-4.868540080161334,-5.106567444567225,98.2753592786769,143.66681273527752
77,1.2768354430379747,190.65637548230958,763.3306313916248,436.59528791650223,985.3237317192701,792.1271117996005,1026.0568974036776,193.06085450792472,1264.7071906296726,272.8130042552948,766.2505531311035,1.0,387.7070531775844,-21.06227216811692,231.7346898688022,-20.15026569819821,-5.374296116054873,-5.141586520908699,98.92819224003321,144.46534283472133
